imdb_id,calibrated_probability,expected_cost_greenlight,expected_cost_pass,expected_cost_refer,recommended_action,rationale,true_label,genre
tt1320253,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Thriller
tt1315981,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt10986222,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0389790,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Family
tt0163025,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt1045772,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt3224458,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1446714,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Science Fiction
tt1201607,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Fantasy
tt0057076,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt1124035,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0383574,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt10618286,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0120746,0.5,25000000.0,50000000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.500, expected losses from Greenlight ($25.0M) and Pass ($50.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt1022603,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0090021,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Horror
tt0103759,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt0110357,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Family
tt0390221,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0118661,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt1677720,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt0113118,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0361748,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0096446,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt11138512,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt0095765,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0975645,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0381849,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Other
tt0171363,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt0126886,0.5,25000000.0,50000000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.500, expected losses from Greenlight ($25.0M) and Pass ($50.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt0107290,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt0066026,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt1707386,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,History
tt0037884,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0371746,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0306685,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0431197,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Thriller
tt0120667,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0103074,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt3390572,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Crime
tt0307479,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0086190,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt0450385,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt1631867,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt1192628,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Animation
tt0098987,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt7014006,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0094612,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0103241,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt2119532,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1517268,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0471042,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0815236,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Romance
tt2404233,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt0116136,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Fantasy
tt0113101,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt0120815,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0118749,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0160484,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Horror
tt0162661,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0187738,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Fantasy
tt0255819,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Crime
tt0115956,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0328107,0.5,25000000.0,50000000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.500, expected losses from Greenlight ($25.0M) and Pass ($50.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt0083972,1.0,0.0,100000000.0,5000.0,Greenlight,Recommended Greenlight: model probability 1.000 of >=2x ROI yields expected loss $0 from Greenlight vs $100.0M from Pass and $5.0K from Refer.,1,Horror
tt0270288,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt0318374,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Romance
tt0253474,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt11198810,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0976051,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0120735,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0360009,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Mystery
tt1205489,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1392214,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0101761,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Music
tt0185431,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt7146812,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Family
tt0112471,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0088172,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Science Fiction
tt0368008,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0105128,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt0058150,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Adventure
tt0073440,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1996264,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt5027774,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt0322259,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt0288477,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Horror
tt0225071,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0099165,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt1967545,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0780571,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt3464902,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0090329,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt0316654,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt1242432,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Thriller
tt0115641,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Animation
tt7125860,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Romance
tt1212428,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Adventure
tt2386490,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Animation
tt0372784,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt2278388,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt9731598,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt1037705,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt6398184,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0102266,0.5,25000000.0,50000000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.500, expected losses from Greenlight ($25.0M) and Pass ($50.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt1389072,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0297884,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1482459,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Animation
tt0104627,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Mystery
tt14230388,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt1606392,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt3544112,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt1532503,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1226753,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
